"region","week","date_from","date_to","track_id","track_name","artist","track_position","track_streams","track_url"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","1e1JKLEDKP7hEQzJfNAgPl","Magnolia","Playboi Carti","79","5817154","https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4qknM1pQz53QOyfDVTjcM9","Me Enamoré","Shakira","80","5694141","https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","0xG0SHshCStMEyNbNC5d4k","Issues","Julia Michaels","81","5692914","https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4okba5wu9mMLXx79DXLKi3","La Rompe Corazones","Daddy Yankee","82","5660983","https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3kGfazcbVvVkuZunzlLgTD","Came Here for Love","Sigala","83","5370037","https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","2nYwV62UABTH0NanrwVIdQ","Perplexing Pegasus","Rae Sremmurd","84","5368147","https://open.spotify.com/track/2nYwV62UABTH0NanrwVIdQ"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","2771LMNxwf62FTAdpJMQfM","Bodak Yellow","Cardi B","85","5351309","https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","5knuzwU65gJK7IF5yJsuaW","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","86","5316748","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","0ofbQMrRDsUaVKq2mGLEAb","Havana","Camila Cabello","87","5280396","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","57p8CBvPOxrvyCbn6ttl5r","Would You Ever","Skrillex","88","5267207","https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","5Ohxk2dO5COHF1krpoPigN","Sign of the Times","Harry Styles","89","5159426","https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4xBjsLUSjcx2h7PcRikpQp","OMG (feat. Quavo)","Camila Cabello","90","5159156","https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3umS4y3uQDkqekNjVpiRUs","El Amante","Nicky Jam","91","5149874","https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3NdDpSvN911VPGivFlV5d0","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","92","5123279","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","5aAx2yezTd8zXrkmtKl66Z","Starboy","The Weeknd","93","5115387","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","5GXAXm5YOmYT0kL5jHvYBt","I Feel It Coming","The Weeknd","94","5067552","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","7lRsNbdOGykkMAgsqs4R1C","Báilame","Nacho","95","5049472","https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3ebXMykcMXOcLeJ9xZ17XH","Scared to Be Lonely","Martin Garrix","96","5039435","https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","1xznGGDReH1oQq0xzbwXa3","One Dance","Drake","97","4991263","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6HUnnBwYZqcED1eQztxMBN","Solo Dance","Martin Jensen","98","4963366","https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","2Vdub5mY4lad7w64bFPUez","Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version","Pitbull","99","4949420","https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6qDF4wWL49CAVbgT7yuHl8","Sigo Extrañándote","J Balvin","100","4936566","https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","7JNh1cfm0eXjqFVOzKLyau","Mayores","Becky G","101","4892801","https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6PCUP3dWmTjcTtXY02oFdT","Castle on the Hill","Ed Sheeran","102","4876243","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","0tgVpDi06FyKpA1z0VMD4v","Perfect","Ed Sheeran","103","4869597","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3ibRxEv4KkcU9e259eyNJA","Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer","104","4863215","https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3GPI7hYiqD6enLRobhkBm8","Summer Air","ItaloBrothers","105","4738672","https://open.spotify.com/track/3GPI7hYiqD6enLRobhkBm8"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3QwBODjSEzelZyVjxPOHdq","Otra vez (feat. J Balvin)","Zion & Lennox","106","4725950","https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6mICuAdrwEjh6Y6lroV2Kg","Chantaje (feat. Maluma)","Shakira","107","4706782","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6PGoSes0D9eUDeeAafB2As","LOVE. FEAT. ZACARI.","Kendrick Lamar","108","4659452","https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","60a0Rd6pjrkxjPbaKzXjfq","In the End","Linkin Park","109","4657875","https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6fxVffaTuwjgEk5h9QyRjy","Photograph","Ed Sheeran","110","4632477","https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","5q2JbCNi4FcnglgPfxcV65","Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel AA","111","4625176","https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6H0AwSQ20mo62jGlPGB8S6","It's A Vibe","2 Chainz","112","4618845","https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","2EEeOnHehOozLq4aS0n6SL","iSpy (feat. Lil Yachty)","KYLE","113","4503956","https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","72jbDTw1piOOj770jWNeaG","Paris","The Chainsmokers","114","4419064","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","1839RWzPRZCVgvamu4sHSN","All My Love (feat. Conor Maynard)","Cash Cash","115","4352749","https://open.spotify.com/track/1839RWzPRZCVgvamu4sHSN"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","74ODGXs4byLTRdnKGM4s6E","Super Far","LANY","116","4285950","https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4yN6xPLopmTLvc27pO9LIE","Si Tú La Ves (feat. Wisin)","Nicky Jam","117","4261192","https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4pdPtRcBmOSQDlJ3Fk945m","Let Me Love You","DJ Snake","118","4217041","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","0ERbK7qVqveCaBWIiYCrl3","Bella y Sensual","Romeo Santos","119","4210929","https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","2kVHAQKVtczchKctctzbtK","Swish Swish","Katy Perry","120","4197364","https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","0QsvXIfqM0zZoerQfsI9lm","Don't Let Me Down (feat. Daya)","The Chainsmokers","121","4193696","https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3AEZUABDXNtecAOSC1qTfo","Reggaetón Lento (Bailemos)","CNCO","122","4127135","https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","68EMU2RD1ECNeOeJ5qAXCV","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","123","4118675","https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","5hEM0JchdVzQ5PwvSfITeX","Me llamas (feat. Maluma) - Remix","Piso 21","124","4108447","https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6Q2FftbUG530lCtBI74bMH","Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie","125","4106911","https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","0XfOi87h82i09rQjWYG0Bm","Instruction (feat. Demi Lovato & Stefflon Don)","Jax Jones","126","4069681","https://open.spotify.com/track/0XfOi87h82i09rQjWYG0Bm"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","13X0XdLMOdtbXVtAj2ox4h","Besándote","Piso 21","127","4041028","https://open.spotify.com/track/13X0XdLMOdtbXVtAj2ox4h"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","3sJHkcxojoJD2Ytbo1yLLF","Two High","Moon Taxi","128","4029376","https://open.spotify.com/track/3sJHkcxojoJD2Ytbo1yLLF"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4Hf7WnR761jpxPr5D46Bcd","Treat You Better","Shawn Mendes","129","4004612","https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4Km5HrUvYTaSUfiSGPJeQR","Bad and Boujee (feat. Lil Uzi Vert)","Migos","130","3989806","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6b8Be6ljOzmkOmFslEb23P","24K Magic","Bruno Mars","131","3968624","https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","7F1LWA9sIlTorHUo4amGqk","Reminder - Remix","The Weeknd","132","3938878","https://open.spotify.com/track/7F1LWA9sIlTorHUo4amGqk"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","7abpmGpF7PGep2rDU68GBR","Tuesday","Burak Yeter","133","3915574","https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","1Slwb6dOYkBlWal1PGtnNg","Thinking out Loud","Ed Sheeran","134","3894417","https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","1qOLh0tI7trd1zdDKxYZTe","Starving","Hailee Steinfeld","135","3872653","https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6JV2JOEocMgcZxYSZelKcc","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake","136","3868355","https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","00lNx0OcTJrS3MKHcB80HY","You Don't Know Me - Radio Edit","Jax Jones","137","3843032","https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","2nLtzopw4rPReszdYBJU6h","Numb","Linkin Park","138","3837077","https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","1nX9KhK3Fff27SnrIor2Yb","4 AM","2 Chainz","139","3835565","https://open.spotify.com/track/1nX9KhK3Fff27SnrIor2Yb"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","104buTcnP2AsxqB7U1FIZ4","Heavy (feat. Kiiara)","Linkin Park","140","3769397","https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","78rIJddV4X0HkNAInEcYde","Call On Me - Ryan Riback Extended Remix","Starley","141","3757890","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","1Sl3njkhhz8nrSPZroDQ82","Complicated (feat. Kiiara)","Dimitri Vegas & Like Mike","142","3719219","https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6kig1UFggPUyZBCvXD3Wod","No Complaints","Metro Boomin","143","3683008","https://open.spotify.com/track/6kig1UFggPUyZBCvXD3Wod"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","5o4yGlG0PfeVUa6ClIyOxq","Boys","Charli XCX","144","3646719","https://open.spotify.com/track/5o4yGlG0PfeVUa6ClIyOxq"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4pLwZjInHj3SimIyN9SnOz","Side To Side","Ariana Grande","145","3640169","https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","4z3GJkrtH97Bj6fRta983T","Robarte un Beso","Carlos Vives","146","3610798","https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","0SGkqnVQo9KPytSri1H6cF","Bounce Back","Big Sean","147","3602652","https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","6c7D34787LOtPm8tzhsLgH","Rake It Up","Yo Gotti","148","3592836","https://open.spotify.com/track/6c7D34787LOtPm8tzhsLgH"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","04DwTuZ2VBdJCCC5TROn7L","In the Name of Love","Martin Garrix","149","3588574","https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","343YBumqHu19cGoGARUTsd","Fake Love","Drake","150","3581213","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd"
"global","2017-08-04--2017-08-11","2017-08-04","2017-08-11","51PIvodunv6NmX5250zxAh","The Cure","Lady Gaga","151","3537294","https://open.spotify.com/track/51PIvodunv6NmX5250zxAh"
